"WO","District","LeadTech","Service","Rush","ReqDate","WorkDate","Techs","WtyLbr","WtyParts"," LbrHrs "," PartsCost ","Payment"," Wait ","LbrRate"," LbrCost "," LbrFee "," PartsFee "," TotalCost "," TotalFee ","ReqDay","WorkDay","ROW_NUMBER","FILE_NAME","FILE_DATE"
"A00877","Southeast","Khan","Assess","","02-Jun-21","30-Jun-21",1,"","",0.5," 271.92 ","C.O.D."," 28 ",80," 40.00 "," 40.00 "," 271.92 "," 311.92 "," 311.92 ","Wed","Wed",778,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00878","Central","Khan","Assess","","02-Jun-21","30-Jun-21",1,"","",0.5," 588.55 ","Account"," 28 ",80," 40.00 "," 40.00 "," 588.55 "," 628.55 "," 628.55 ","Wed","Wed",779,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00879","North","Ling","Deliver","","02-Jun-21","28-Jun-21",1,"","",0.25," 52.35 ","Account"," 26 ",80," 20.00 "," 20.00 "," 52.35 "," 72.35 "," 72.35 ","Wed","Mon",780,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00880","South","Lopez","Assess","","02-Jun-21","07-Jul-21",1,"","",0.5," 240.59 ","P.O."," 35 ",80," 40.00 "," 40.00 "," 240.59 "," 280.59 "," 280.59 ","Wed","Wed",781,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00881","West","Khan","Deliver","","02-Jun-21","14-Jul-21",1,"","",0.25," 76.86 ","C.O.D."," 42 ",80," 20.00 "," 20.00 "," 76.86 "," 96.86 "," 96.86 ","Wed","Wed",782,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00882","Central","Khan","Replace","","02-Jun-21","24-Jul-21",2,"","",0.5," 519.01 ","C.O.D."," 52 ",140," 70.00 "," 70.00 "," 519.01 "," 589.01 "," 589.01 ","Wed","Sat",783,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00883","South","Lopez","Assess","","03-Jun-21","10-Jun-21",1,"","",0.25," 7.02 ","P.O."," 7 ",80," 20.00 "," 20.00 "," 7.02 "," 27.02 "," 27.02 ","Thu","Thu",784,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00884","North","Ling","Deliver","","03-Jun-21","17-Jun-21",1,"","",0.25," 42.66 ","Account"," 14 ",80," 20.00 "," 20.00 "," 42.66 "," 62.66 "," 62.66 ","Thu","Thu",785,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00885","Southeast","Cartier","Assess","","03-Jun-21","24-Jun-21",1,"","",0.25," 179.54 ","C.O.D."," 21 ",80," 20.00 "," 20.00 "," 179.54 "," 199.54 "," 199.54 ","Thu","Thu",786,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00886","Southeast","Cartier","Assess","","03-Jun-21","28-Jun-21",1,"","",0.25," 7.80 ","C.O.D."," 25 ",80," 20.00 "," 20.00 "," 7.80 "," 27.80 "," 27.80 ","Thu","Mon",787,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00887","North","Ling","Deliver","","03-Jun-21","07-Jul-21",1,"","",0.25," 107.52 ","C.O.D."," 34 ",80," 20.00 "," 20.00 "," 107.52 "," 127.52 "," 127.52 ","Thu","Wed",788,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00888","Northwest","Khan","Replace","","03-Jun-21","21-Jul-21",2,"","",0.5," 150.00 ","Account"," 48 ",140," 70.00 "," 70.00 "," 150.00 "," 220.00 "," 220.00 ","Thu","Wed",789,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00889","North","Ling","Replace","","03-Jun-21","",2,"","",""," 42.66 ","Account","  ",140," -   "," -   "," 42.66 "," 42.66 "," 42.66 ","Thu","Sat",790,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00890","Central","Cartier","Assess","","03-Jun-21","",2,"","",""," 20.01 ","C.O.D.","  ",140," -   "," -   "," 20.01 "," 20.01 "," 20.01 ","Thu","Sat",791,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00891","West","Khan","Deliver","","04-Jun-21","19-Jul-21",1,"","",0.25," 180.00 ","C.O.D."," 45 ",80," 20.00 "," 20.00 "," 180.00 "," 200.00 "," 200.00 ","Fri","Mon",792,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00892","Southeast","Burton","Deliver","","05-Jun-21","23-Jun-21",1,"","",0.25," 30.00 ","C.O.D."," 18 ",80," 20.00 "," 20.00 "," 30.00 "," 50.00 "," 50.00 ","Sat","Wed",793,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00893","North","Ling","Deliver","","07-Jun-21","10-Jun-21",1,"","",0.25," 0.46 ","C.O.D."," 3 ",80," 20.00 "," 20.00 "," 0.46 "," 20.46 "," 20.46 ","Mon","Thu",794,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00894","Central","Cartier","Assess","","07-Jun-21","14-Jun-21",2,"","Yes",1.5," 105.98 ","C.O.D."," 7 ",140," 210.00 "," 210.00 "," -   "," 315.98 "," 210.00 ","Mon","Mon",795,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00895","North","Ling","Assess","","07-Jun-21","15-Jun-21",2,"","",0.25," 19.20 ","Account"," 8 ",140," 35.00 "," 35.00 "," 19.20 "," 54.20 "," 54.20 ","Mon","Tue",796,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00896","West","Khan","Deliver","","07-Jun-21","21-Jun-21",1,"","",0.25," 180.00 ","C.O.D."," 14 ",80," 20.00 "," 20.00 "," 180.00 "," 200.00 "," 200.00 ","Mon","Mon",797,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00897","Southeast","Burton","Replace","","07-Jun-21","14-Jul-21",1,"","Yes",0.5," 240.67 ","C.O.D."," 37 ",80," 40.00 "," 40.00 "," -   "," 280.67 "," 40.00 ","Mon","Wed",798,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00898","Central","Burton","Replace","","07-Jun-21","21-Jul-21",1,"","",2.0," 425.90 ","C.O.D."," 44 ",80," 160.00 "," 160.00 "," 425.90 "," 585.90 "," 585.90 ","Mon","Wed",799,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00899","Northwest","Cartier","Install","","07-Jun-21","",2,"","",""," 346.24 ","C.O.D.","  ",140," -   "," -   "," 346.24 "," 346.24 "," 346.24 ","Mon","Sat",800,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00900","North","Ling","Deliver","","08-Jun-21","14-Jun-21",2,"","",0.25," 146.76 ","C.O.D."," 6 ",140," 35.00 "," 35.00 "," 146.76 "," 181.76 "," 181.76 ","Tue","Mon",801,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00901","Central","Cartier","Replace","","08-Jun-21","16-Jun-21",1,"","",0.5," 120.00 ","C.O.D."," 8 ",80," 40.00 "," 40.00 "," 120.00 "," 160.00 "," 160.00 ","Tue","Wed",802,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00902","Northwest","Cartier","Assess","","08-Jun-21","17-Jun-21",1,"","",0.5," 45.88 ","P.O."," 9 ",80," 40.00 "," 40.00 "," 45.88 "," 85.88 "," 85.88 ","Tue","Thu",803,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00903","South","Lopez","Install","","08-Jun-21","22-Jun-21",1,"","",1.25," 30.42 ","Account"," 14 ",80," 100.00 "," 100.00 "," 30.42 "," 130.42 "," 130.42 ","Tue","Tue",804,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00904","South","Lopez","Deliver","","08-Jun-21","22-Jun-21",1,"","",0.25," 30.00 ","Account"," 14 ",80," 20.00 "," 20.00 "," 30.00 "," 50.00 "," 50.00 ","Tue","Tue",805,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00905","North","Ling","Deliver","","08-Jun-21","22-Jun-21",1,"","",0.25," 90.63 ","C.O.D."," 14 ",80," 20.00 "," 20.00 "," 90.63 "," 110.63 "," 110.63 ","Tue","Tue",806,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00906","North","Ling","Assess","","08-Jun-21","07-Jul-21",2,"","",0.25," 120.00 ","C.O.D."," 29 ",140," 35.00 "," 35.00 "," 120.00 "," 155.00 "," 155.00 ","Tue","Wed",807,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00907","Southeast","Khan","Assess","Yes","08-Jun-21","12-Jul-21",1,"","",0.75," 8.92 ","Account"," 34 ",80," 60.00 "," 60.00 "," 8.92 "," 68.92 "," 68.92 ","Tue","Mon",808,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00908","South","Burton","Repair","","08-Jun-21","12-Jul-21",2,"","",1.25," 244.72 ","Account"," 34 ",140," 175.00 "," 175.00 "," 244.72 "," 419.72 "," 419.72 ","Tue","Mon",809,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00909","Northwest","Cartier","Assess","","08-Jun-21","",2,"","",""," 150.00 ","Account","  ",140," -   "," -   "," 150.00 "," 150.00 "," 150.00 ","Tue","Sat",810,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00910","Southeast","Cartier","Assess","","09-Jun-21","18-Jun-21",2,"","",0.25," 52.17 ","Account"," 9 ",140," 35.00 "," 35.00 "," 52.17 "," 87.17 "," 87.17 ","Wed","Fri",811,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00911","North","Ling","Deliver","","09-Jun-21","01-Jul-21",1,"","",0.25," 41.71 ","Account"," 22 ",80," 20.00 "," 20.00 "," 41.71 "," 61.71 "," 61.71 ","Wed","Thu",812,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00912","North","Burton","Repair","","10-Jun-21","12-Jun-21",1,"","",1.0," 1,800.24 ","C.O.D."," 2 ",80," 80.00 "," 80.00 "," 1,800.24 "," 1,880.24 "," 1,880.24 ","Thu","Sat",813,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00913","Central","Khan","Assess","","10-Jun-21","21-Jun-21",1,"","",0.5," 144.00 ","C.O.D."," 11 ",80," 40.00 "," 40.00 "," 144.00 "," 184.00 "," 184.00 ","Thu","Mon",814,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00914","West","Khan","Assess","Yes","10-Jun-21","21-Jun-21",1,"","",0.5," 39.95 ","Account"," 11 ",80," 40.00 "," 40.00 "," 39.95 "," 79.95 "," 79.95 ","Thu","Mon",815,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00915","North","Ling","Replace","","10-Jun-21","26-Jun-21",2,"","",0.5," 180.00 ","Account"," 16 ",140," 70.00 "," 70.00 "," 180.00 "," 250.00 "," 250.00 ","Thu","Sat",816,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00916","South","Khan","Assess","","10-Jun-21","23-Jun-21",1,"","",0.25," 150.36 ","C.O.D."," 13 ",80," 20.00 "," 20.00 "," 150.36 "," 170.36 "," 170.36 ","Thu","Wed",817,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00917","South","Lopez","Deliver","Yes","10-Jun-21","09-Jul-21",1,"Yes","Yes",0.25," 110.11 ","Warranty"," 29 ",80," 20.00 "," -   "," -   "," 130.11 "," -   ","Thu","Fri",818,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00918","North","Ling","Deliver","","10-Jun-21","15-Jul-21",1,"","",0.25," 120.00 ","Account"," 35 ",80," 20.00 "," 20.00 "," 120.00 "," 140.00 "," 140.00 ","Thu","Thu",819,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00919","North","Ling","Replace","","10-Jun-21","12-Jul-21",2,"","",0.5," 272.50 ","Account"," 32 ",140," 70.00 "," 70.00 "," 272.50 "," 342.50 "," 342.50 ","Thu","Mon",820,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00920","West","Khan","Assess","","10-Jun-21","14-Jul-21",1,"","",0.25," 34.50 ","P.O."," 34 ",80," 20.00 "," 20.00 "," 34.50 "," 54.50 "," 54.50 ","Thu","Wed",821,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00921","Central","Khan","Repair","","10-Jun-21","15-Jul-21",2,"","",3.0," 44.06 ","C.O.D."," 35 ",140," 420.00 "," 420.00 "," 44.06 "," 464.06 "," 464.06 ","Thu","Thu",822,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00922","Northwest","Cartier","Repair","","10-Jun-21","",2,"","",""," 67.84 ","P.O.","  ",140," -   "," -   "," 67.84 "," 67.84 "," 67.84 ","Thu","Sat",823,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00923","Central","Khan","Assess","","10-Jun-21","",2,"","",""," 165.87 ","C.O.D.","  ",140," -   "," -   "," 165.87 "," 165.87 "," 165.87 ","Thu","Sat",824,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00924","East","Ling","Replace","","10-Jun-21","",2,"","",""," 42.66 ","Credit","  ",140," -   "," -   "," 42.66 "," 42.66 "," 42.66 ","Thu","Sat",825,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00925","Southeast","Burton","Replace","","10-Jun-21","",1,"","",""," 101.90 ","Account","  ",80," -   "," -   "," 101.90 "," 101.90 "," 101.90 ","Thu","Sat",826,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00926","Southwest","Burton","Repair","","10-Jun-21","",2,"","",""," 222.54 ","C.O.D.","  ",140," -   "," -   "," 222.54 "," 222.54 "," 222.54 ","Thu","Sat",827,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00927","Southeast","Burton","Replace","","11-Jun-21","16-Jul-21",1,"Yes","Yes",0.5," 344.77 ","Warranty"," 35 ",80," 40.00 "," -   "," -   "," 384.77 "," -   ","Fri","Fri",828,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00928","North","Ling","Deliver","","12-Jun-21","29-Jun-21",1,"","",0.25," 22.00 ","Account"," 17 ",80," 20.00 "," 20.00 "," 22.00 "," 42.00 "," 42.00 ","Sat","Tue",829,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00929","Central","Cartier","Replace","","14-Jun-21","23-Jun-21",1,"","",0.5," 120.00 ","Account"," 9 ",80," 40.00 "," 40.00 "," 120.00 "," 160.00 "," 160.00 ","Mon","Wed",830,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00930","Central","Khan","Replace","Yes","14-Jun-21","24-Jun-21",1,"Yes","Yes",0.5," 204.28 ","Warranty"," 10 ",80," 40.00 "," -   "," -   "," 244.28 "," -   ","Mon","Thu",831,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00931","West","Burton","Replace","","14-Jun-21","07-Jul-21",2,"","Yes",5.0," 2,048.56 ","C.O.D."," 23 ",140," 700.00 "," 700.00 "," -   "," 2,748.56 "," 700.00 ","Mon","Wed",832,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00932","Southeast","Khan","Deliver","","14-Jun-21","22-Jul-21",1,"","",0.25," 8.55 ","C.O.D."," 38 ",80," 20.00 "," 20.00 "," 8.55 "," 28.55 "," 28.55 ","Mon","Thu",833,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00933","Central","Cartier","Assess","","14-Jun-21","22-Jul-21",1,"","",0.5," 120.54 ","C.O.D."," 38 ",80," 40.00 "," 40.00 "," 120.54 "," 160.54 "," 160.54 ","Mon","Thu",834,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00934","Northwest","Cartier","Replace","","14-Jun-21","",2,"","",""," 52.35 ","P.O.","  ",140," -   "," -   "," 52.35 "," 52.35 "," 52.35 ","Mon","Sat",835,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00935","Central","Khan","Install","","14-Jun-21","",2,"","",""," 406.71 ","C.O.D.","  ",140," -   "," -   "," 406.71 "," 406.71 "," 406.71 ","Mon","Sat",836,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00936","South","Lopez","Deliver","","15-Jun-21","09-Jul-21",1,"","",0.25," 70.53 ","Account"," 24 ",80," 20.00 "," 20.00 "," 70.53 "," 90.53 "," 90.53 ","Tue","Fri",837,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00937","Northeast","Ling","Assess","","15-Jun-21","12-Jul-21",2,"","",0.25," 14.40 ","Account"," 27 ",140," 35.00 "," 35.00 "," 14.40 "," 49.40 "," 49.40 ","Tue","Mon",838,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00938","Southeast","Burton","Assess","","15-Jun-21","14-Jul-21",1,"","",0.25," 144.00 ","P.O."," 29 ",80," 20.00 "," 20.00 "," 144.00 "," 164.00 "," 164.00 ","Tue","Wed",839,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00939","North","Ling","Assess","","15-Jun-21","19-Jul-21",1,"","",0.5," 5.40 ","C.O.D."," 34 ",80," 40.00 "," 40.00 "," 5.40 "," 45.40 "," 45.40 ","Tue","Mon",840,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00940","West","Lopez","Assess","","16-Jun-21","24-Jun-21",1,"","",0.25," 23.15 ","P.O."," 8 ",80," 20.00 "," 20.00 "," 23.15 "," 43.15 "," 43.15 ","Wed","Thu",841,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00941","Central","Khan","Replace","","16-Jun-21","24-Jun-21",1,"","Yes",0.5," 25.07 ","C.O.D."," 8 ",80," 40.00 "," 40.00 "," -   "," 65.07 "," 40.00 ","Wed","Thu",842,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00942","Southeast","Burton","Assess","","16-Jun-21","15-Jul-21",1,"","",0.5," 175.22 ","C.O.D."," 29 ",80," 40.00 "," 40.00 "," 175.22 "," 215.22 "," 215.22 ","Wed","Thu",843,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00943","Northwest","Khan","Repair","","16-Jun-21","21-Jul-21",2,"","",3.5," 23.00 ","Account"," 35 ",140," 490.00 "," 490.00 "," 23.00 "," 513.00 "," 513.00 ","Wed","Wed",844,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00944","West","Khan","Assess","","16-Jun-21","",2,"","",""," 30.00 ","C.O.D.","  ",140," -   "," -   "," 30.00 "," 30.00 "," 30.00 ","Wed","Sat",845,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00945","Central","Cartier","Deliver","","16-Jun-21","",1,"","",""," 161.08 ","Account","  ",80," -   "," -   "," 161.08 "," 161.08 "," 161.08 ","Wed","Sat",846,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00946","Central","Khan","Deliver","","16-Jun-21","",1,"","",""," 59.81 ","C.O.D.","  ",80," -   "," -   "," 59.81 "," 59.81 "," 59.81 ","Wed","Sat",847,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00947","West","Khan","Assess","","16-Jun-21","",1,"","",""," 19.20 ","C.O.D.","  ",80," -   "," -   "," 19.20 "," 19.20 "," 19.20 ","Wed","Sat",848,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00948","North","Ling","Deliver","Yes","16-Jun-21","",1,"","",""," 50.79 ","Account","  ",80," -   "," -   "," 50.79 "," 50.79 "," 50.79 ","Wed","Sat",849,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00949","North","Ling","Assess","","17-Jun-21","30-Jun-21",2,"","",1.25," 122.81 ","C.O.D."," 13 ",140," 175.00 "," 175.00 "," 122.81 "," 297.81 "," 297.81 ","Thu","Wed",850,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00950","West","Cartier","Assess","","17-Jun-21","06-Jul-21",1,"","",0.25," 54.82 ","Account"," 19 ",80," 20.00 "," 20.00 "," 54.82 "," 74.82 "," 74.82 ","Thu","Tue",851,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00951","Central","Cartier","Replace","","17-Jun-21","22-Jul-21",2,"","",2.5," 86.42 ","C.O.D."," 35 ",140," 350.00 "," 350.00 "," 86.42 "," 436.42 "," 436.42 ","Thu","Thu",852,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00952","Northeast","Ling","Assess","","17-Jun-21","",2,"","",""," 100.60 ","C.O.D.","  ",140," -   "," -   "," 100.60 "," 100.60 "," 100.60 ","Thu","Sat",853,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00953","North","Ling","Deliver","","17-Jun-21","",1,"","",""," 17.17 ","Account","  ",80," -   "," -   "," 17.17 "," 17.17 "," 17.17 ","Thu","Sat",854,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00954","West","Burton","Assess","","17-Jun-21","",1,"","",""," 10.31 ","P.O.","  ",80," -   "," -   "," 10.31 "," 10.31 "," 10.31 ","Thu","Sat",855,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00955","North","Ling","Assess","","17-Jun-21","",2,"","",""," 18.63 ","Account","  ",140," -   "," -   "," 18.63 "," 18.63 "," 18.63 ","Thu","Sat",856,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00956","North","Ling","Assess","","17-Jun-21","",2,"","",""," 32.00 ","Account","  ",140," -   "," -   "," 32.00 "," 32.00 "," 32.00 ","Thu","Sat",857,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00957","North","Ling","Deliver","","17-Jun-21","",1,"","",""," 14.13 ","P.O.","  ",80," -   "," -   "," 14.13 "," 14.13 "," 14.13 ","Thu","Sat",858,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00958","North","Ling","Repair","","17-Jun-21","",1,"","",""," 322.00 ","Account","  ",80," -   "," -   "," 322.00 "," 322.00 "," 322.00 ","Thu","Sat",859,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00959","Northeast","Ling","Assess","","17-Jun-21","",2,"","",""," 50.60 ","C.O.D.","  ",140," -   "," -   "," 50.60 "," 50.60 "," 50.60 ","Thu","Sat",860,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00960","Southwest","Burton","Assess","","18-Jun-21","12-Jul-21",2,"","",2.0," 134.50 ","C.O.D."," 24 ",140," 280.00 "," 280.00 "," 134.50 "," 414.50 "," 414.50 ","Fri","Mon",861,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00961","Southeast","Cartier","Replace","","19-Jun-21","03-Jul-21",1,"","",0.5," 78.33 ","C.O.D."," 14 ",80," 40.00 "," 40.00 "," 78.33 "," 118.33 "," 118.33 ","Sat","Sat",862,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00962","Northwest","Khan","Install","","21-Jun-21","30-Jun-21",1,"","",1.5," 202.80 ","Account"," 9 ",80," 120.00 "," 120.00 "," 202.80 "," 322.80 "," 322.80 ","Mon","Wed",863,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00963","Central","Burton","Replace","","21-Jun-21","09-Jul-21",1,"","",0.5," 67.90 ","C.O.D."," 18 ",80," 40.00 "," 40.00 "," 67.90 "," 107.90 "," 107.90 ","Mon","Fri",864,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00964","Northeast","Ling","Assess","","21-Jun-21","12-Jul-21",2,"","",1.0," 144.00 ","C.O.D."," 21 ",140," 140.00 "," 140.00 "," 144.00 "," 284.00 "," 284.00 ","Mon","Mon",865,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00965","South","Burton","Deliver","","21-Jun-21","13-Jul-21",2,"","",0.25," 178.36 ","Account"," 22 ",140," 35.00 "," 35.00 "," 178.36 "," 213.36 "," 213.36 ","Mon","Tue",866,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00966","East","Ling","Deliver","","21-Jun-21","14-Jul-21",1,"","",0.25," 7.31 ","P.O."," 23 ",80," 20.00 "," 20.00 "," 7.31 "," 27.31 "," 27.31 ","Mon","Wed",867,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00967","East","Ling","Assess","","21-Jun-21","",2,"","",""," 120.00 ","Account","  ",140," -   "," -   "," 120.00 "," 120.00 "," 120.00 ","Mon","Sat",868,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00968","Northwest","Cartier","Assess","","21-Jun-21","",1,"","",""," 193.84 ","C.O.D.","  ",80," -   "," -   "," 193.84 "," 193.84 "," 193.84 ","Mon","Sat",869,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00969","Northwest","Cartier","Assess","","21-Jun-21","",1,"","",""," 901.50 ","P.O.","  ",80," -   "," -   "," 901.50 "," 901.50 "," 901.50 ","Mon","Sat",870,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00970","Central","Cartier","Deliver","","21-Jun-21","",1,"","",""," 64.34 ","Account","  ",80," -   "," -   "," 64.34 "," 64.34 "," 64.34 ","Mon","Sat",871,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00971","Central","Cartier","Deliver","","21-Jun-21","",1,"","",""," 64.34 ","Account","  ",80," -   "," -   "," 64.34 "," 64.34 "," 64.34 ","Mon","Sat",872,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00972","Central","Burton","Assess","","21-Jun-21","",2,"","",""," 282.00 ","C.O.D.","  ",140," -   "," -   "," 282.00 "," 282.00 "," 282.00 ","Mon","Sat",873,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00973","West","Khan","Deliver","","22-Jun-21","16-Jul-21",1,"","",0.25," 21.33 ","Account"," 24 ",80," 20.00 "," 20.00 "," 21.33 "," 41.33 "," 41.33 ","Tue","Fri",874,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00974","North","Ling","Assess","","22-Jun-21","19-Jul-21",2,"","",0.25," 55.89 ","Account"," 27 ",140," 35.00 "," 35.00 "," 55.89 "," 90.89 "," 90.89 ","Tue","Mon",875,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00975","Northwest","Khan","Replace","","22-Jun-21","21-Jul-21",2,"","",0.5," 227.13 ","Account"," 29 ",140," 70.00 "," 70.00 "," 227.13 "," 297.13 "," 297.13 ","Tue","Wed",876,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00976","Northwest","Cartier","Replace","","22-Jun-21","",2,"Yes","Yes",""," 593.44 ","Warranty","  ",140," -   "," -   "," -   "," 593.44 "," -   ","Tue","Sat",877,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00977","Central","Burton","Replace","","22-Jun-21","",1,"","",""," 65.50 ","Account","  ",80," -   "," -   "," 65.50 "," 65.50 "," 65.50 ","Tue","Sat",878,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00978","East","Ling","Replace","","22-Jun-21","",2,"","",""," 1,137.74 ","Account","  ",140," -   "," -   "," 1,137.74 "," 1,137.74 "," 1,137.74 ","Tue","Sat",879,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00979","Central","Cartier","Repair","","22-Jun-21","",1,"","",""," 273.00 ","C.O.D.","  ",80," -   "," -   "," 273.00 "," 273.00 "," 273.00 ","Tue","Sat",880,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00980","South","Lopez","Deliver","","23-Jun-21","25-Jun-21",1,"","",0.25," 270.45 ","Account"," 2 ",80," 20.00 "," 20.00 "," 270.45 "," 290.45 "," 290.45 ","Wed","Fri",881,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
